customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn
15662641.0,Lucas Ferreira Lima,lucas.ferreira@outlook.com,66712-4,20/03/2005,nantes,France,Male,19,850,8,0.0,0.0,1,1,1,68569.89,0
15574137.0,Lucas Ferreira Lima,lucas.ferreira@uol.com.br,16773-5,1989-06-27,Madrid,Spain,Male,35,687,3,0.0,0.0,2,1,1,176450.19,0
15676835.0,BRUNO SOUZA MARTINS,bruno.souza@gmail.com,12747-3,1991-03-23,Sevilla,Spain,Male,33,710,1,0.0,0.0,2,1,0,168313.17,0
15618391.0,Alexandre Moreira Dias,alexandre.moreira,78820-4,1991-02-06,Marseille,France,Male,33,810,6,0.0,0.0,2,1,1,77965.67,0
15622003.0,Marcos Pereira Rocha,marcos.pereira@hotmail.com,60245-8,25/08/1989,Paris,France,Male,35,745,9,92566.53,138049.74,2,1,0,161519.77,0
15795151.0,Mônica Dias Borges,monica.dias@yahoo.com.br,45504-1,25/01/1986,nice,France,Female,38,705,3,123894.43,82772.07,1,1,0,21177.1,0
15720644.0,Rodrigo Santos Gomes,,89592-5,25/02/1997,marseille,France,Male,27,789,6,0.0,0.0,2,1,0,103603.65,0
,Patrícia Rocha Alves,patricia.rocha@uol.com.br,19342-9,1987-11-14,Nantes,France,Female,-1,584,1,0.0,0.0,2,1,1,180363.56,0
15812191.0,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,78346-6,18/10/1991,Marseille,France,Male,-1,553,4,118082.89,273388.85,1,0,0,94440.45,0
15808868.0,Beatriz Nunes Ferreira,beatriz.nunes@gmail.com,27355-8,05/06/1993,Nice,France,Female,31,652,3,103696.97,87793.1,3,0,0,155221.05,1
15674637.0,Patrícia Rocha Alves,patricia.rocha,45788-4,25/05/1956,Lyon,France,Female,68,491,3,107571.61,177010.38,1,0,1,113695.99,0
15691874.0,Renata Souza Ribeiro,renata.souza@hotmail.com,97639-0,21/06/1990,Bordeaux,France,Female,34,687,9,125474.44,232021.62,1,1,0,198929.84,0
15675585.0,Silvana Costa Ferreira,silvana.costa@hotmail.com,19804-2,1999-04-04,Frankfurt,Germany,Female,25,416,0,97738.97,162668.33,2,1,1,160523.33,0
15630244.0,Diego Martins Nunes,diego.martins@terra.com.br,93697-6,1984-08-05,Paris,France,Male,40,457,10,134320.23,287847.47,2,1,0,150757.35,0
15704770.0,Marcos Pereira Rocha,marcos.pereira@uol.com.br,45178-0,1999-12-04,Toulouse,France,Male,25,773,1,124532.78,288974.82,2,0,1,11723.57,0
,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,55832-0,21/03/1980,Toulouse,France,Female,44,757,4,123322.15,78535.46,1,1,0,137136.29,0
15621870.0,Mônica Dias Borges,monica.dias@gmail.com,64230-7,23/03/1984,Valencia,Spain,Female,40,739,8,0.0,0.0,1,1,0,167030.51,0
15619465.0,Silvana Costa Ferreira,silvana.costa@yahoo.com.br,40941-3,08/05/2000,Zaragoza,Spain,Female,24,555,2,0.0,0.0,2,0,1,197866.55,0
15640409.0,Fernanda Lima Costa,,86455-8,1978-07-25,Cologne,Germany,Female,46,817,0,89087.89,114005.65,1,0,1,87941.85,1
15783025.0,Vinicius Araújo Lima,vinicius.araujo@yahoo.com.br,66578-3,1987-08-06,Frankfurt,Germany,Male,37,723,3,94661.53,178301.55,2,1,0,121239.65,0
15576623.0,Rodrigo Santos Gomes,rodrigo.santos@outlook.com,68723-2,1993-03-04,paris,France,Male,31,584,5,0.0,0.0,2,1,0,31474.27,0
15629338.0,Letícia Ferreira Silva,leticia.ferreira@gmail.com,42758-3,1993-04-05,Sevilla,Spain,Female,31,658,2,36566.96,33340.51,1,1,0,,1
15716236.0,Thiago Alves Pereira,thiago.alves@hotmail.com,38187-3,1989-09-11,Paris,France,Male,35,499,10,0.0,0.0,2,1,0,10722.54,0
15691703.0,Bruno Souza Martins,bruno.souza@uol.com.br,68949-8,25/07/1977,Nice,France,Male,47,545,8,105792.49,210767.92,1,0,1,67830.2,1
15778155.0,Amanda Oliveira Rocha,amanda.oliveira@yahoo.com.br,93596-1,1993-02-05,Cologne,Germany,Female,31,520,3,108914.17,261883.63,1,1,1,183572.39,1
15762993.0,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,03950-7,04/02/1992,Bilbao,Spain,Male,32,796,5,102773.15,294741.3,2,0,1,117832.88,0
15693337.0,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,68744-1,28/08/1983,Bilbao,Spain,Male,41,683,0,148863.17,139427.92,1,1,1,163911.32,0
15765902.0,MATEUS CARVALHO ALVES,mateus.carvalho@gmail.com,66832-9,26/10/1986,Hamburg,Germany,Male,38,706,5,-163034.82,226117.59,2,1,1,135662.17,0
15697567.0,Rodrigo Santos Gomes,rodrigo.santos@yahoo.com.br,86299-7,13/07/1991,Lyon,France,Male,33,752,4,0.0,0.0,2,1,1,39570.78,0
15745355.0,Rodrigo Santos Gomes,rodrigo.santos@uol.com.br,94596-3,25/01/1983,Nice,France,Male,41,597,4,153198.23,459425.29,1,1,1,92090.36,0
15789815.0,Débora Ribeiro Lima,debora.ribeiro@gmail.com,07130-7,20/04/1996,Nice,France,Female,28,503,5,0.0,0.0,2,1,0,,0
15720123.0,João Pedro Souza,joao.pedro@uol.com.br,85627-6,14/06/1987,Barcelona,Spain,Male,37,554,3,0.0,0.0,2,1,0,166177.3,0
15701932.0,Mariana Costa Santos,mariana.costa@gmail.com,42446-8,06/08/1972,Bordeaux,France,Female,52,586,6,140900.97,407210.75,1,1,1,,0
15678460.0,Mateus Carvalho Alves,mateus.carvalho@gmail.com,89851-6,1994-03-14,Nice,France,Male,30,691,9,0.0,0.0,1,1,0,49594.02,0
15669290.0,Paulo Roberto Mendes,paulo.roberto@uol.com.br,84111-7,23/05/1986,Lyon,France,Male,38,603,8,59360.77,81019.96,1,1,1,191457.06,0
15785611.0,João Pedro Souza,joao.pedro@uol.com.br,97343-1,13/11/1986,Munich,Germany,Male,38,752,3,183102.29,280429.25,1,1,1,71557.12,0
,Letícia Ferreira Silva,leticia.ferreira@uol.com.br,67152-6,1984-02-17,Cologne,Germany,Female,40,816,9,109003.26,154033.65,1,1,1,79580.56,0
15798200.0,Alexandre Moreira Dias,alexandre.moreira,74570-8,10/09/1989,Paris,France,Male,35,707,2,0.0,0.0,3,1,1,94148.3,0
15664539.0,Fernando Henrique Costa,fernando.henrique,45369-5,15/09/1989,Madrid,Spain,Male,35,683,9,61172.04,135786.43,1,0,0,82951.12,0
15801395.0,Letícia Ferreira Silva,leticia.ferreira@yahoo.com.br,61337-9,1991-06-10,Marseille,France,Female,33,790,10,135120.72,343535.62,1,0,0,195204.99,0
15613048.0,Mariana Costa Santos,mariana.costa@terra.com.br,52502-4,1984-06-08,Frankfurt,Germany,Female,40,648,5,139973.65,397648.54,1,1,1,667.66,1
15672144.0,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,76469-9,08/11/1986,Nantes,France,Female,38,667,6,144432.04,217685.55,1,1,1,73963.17,1
15791743.0,Marcos Pereira Rocha,marcos.pereira@outlook.com,00769-0,12/09/1992,nantes,France,Male,32,727,1,59271.82,71281.74,1,1,1,46019.43,0
15727811.0,PATRÍCIA ROCHA ALVES,patricia.rocha@gmail.com,67903-0,06/03/1977,Stuttgart,Germany,Female,47,661,0,109493.62,323990.88,1,0,0,188324.01,1
15769781.0,Camila Martins Lima,camila.martins@hotmail.com,27389-9,04/11/1999,Bilbao,Spain,Female,25,699,8,0.0,0.0,2,1,1,52404.47,0
15797905.0,Vanessa Gomes Carvalho,vanessa.gomes@terra.com.br,50767-1,20/03/1976,Marseille,France,Female,-1,682,7,0.0,0.0,2,1,0,65069.03,0
15599152.0,Bruno Souza Martins,bruno.souza@outlook.com,17839-5,1993-09-08,bordeaux,France,Male,31,698,1,156111.24,272089.12,1,0,0,134790.74,0
15572291.0,Diego Martins Nunes,,94761-4,16/05/1984,Paris,France,Male,40,825,6,132308.22,169958.78,1,0,0,117122.5,0
15725478.0,Paulo Roberto Mendes,paulo.roberto@gmail.com,96998-6,27/03/1964,Marseille,France,Male,60,775,7,-0.0,0.0,2,1,1,111558.7,0
15707505.0,Thiago Alves Pereira,,76327-1,22/05/1993,Zaragoza,Spain,Male,31,999,8,125927.51,250677.15,2,1,0,147661.47,0
15666032.0,Vinicius Araújo Lima,vinicius.araujo@outlook.com,11160-8,24/11/1996,Valencia,Spain,Male,28,568,1,127289.28,294998.8,1,0,0,45611.51,0
15702499.0,Vinicius Araújo Lima,vinicius.araujo@outlook.com,39706-2,07/08/1978,Madrid,Spain,Male,46,770,9,190678.02,395701.28,1,1,1,14725.36,0
15723671.0,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,34420-9,15/02/1989,Marseille,France,Male,35,661,9,100107.99,104537.72,1,1,0,,0
15714789.0,Vinicius Araújo Lima,vinicius.araujo@hotmail.com,62013-5,12/02/2000,Marseille,France,Male,24,664,7,0.0,0.0,1,0,1,35611.35,0
15598086.0,Mariana Costa Santos,mariana.costa@gmail.com,98525-5,23/09/1979,Toulouse,France,Female,-1,624,3,68639.57,150461.59,1,1,0,,1
15654230.0,André Costa Araújo,,91528-2,1993-03-02,Berlin,Germany,Male,31,526,5,145537.21,166899.03,1,1,0,132404.64,0
15673584.0,ALINE CARVALHO ARAÚJO,aline.carvalho@terra.com.br,25024-1,1950-05-05,Lyon,France,Female,74,652,5,0.0,0.0,2,1,1,937.15,0
15712551.0,Mônica Dias Borges,monica.dias@outlook.com,47985-3,06/08/1966,Cologne,Germany,Female,58,622,7,116922.25,125472.6,1,1,0,120415.61,1
15774336.0,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,78313-3,22/04/1980,Hamburg,Germany,Male,44,648,9,111369.79,269026.39,2,1,1,91947.74,0
15672516.0,Ricardo Borges Silva,ricardo.borges@terra.com.br,59422-1,1973-12-04,Berlin,Germany,Male,51,541,7,90373.28,189084.02,2,1,0,179861.79,0
15569451.0,Paulo Roberto Mendes,paulo.roberto@gmail.com,75914-8,1989-01-20,Bordeaux,France,Male,35,999,2,101257.16,132548.21,1,1,1,118113.64,0
15731790.0,Aline Carvalho Araújo,aline.carvalho@uol.com.br,79933-2,1986-08-20,Hamburg,Germany,Female,38,697,6,132591.36,107041.23,1,1,1,7387.8,1
15651280.0,Marcos Pereira Rocha,marcos.pereira,85650-4,01/07/1989,Frankfurt,Germany,Male,35,742,5,136857.0,201411.52,1,0,0,84509.57,0
15587562.0,Beatriz Nunes Ferreira,beatriz.nunes@uol.com.br,39217-7,03/11/1995,Paris,France,Female,29,484,4,130114.39,285459.38,1,1,0,164017.89,0
15708212.0,Priscila Rocha Nunes,priscila.rocha@hotmail.com,30286-2,04/04/1970,Bilbao,Spain,Female,54,648,7,118241.02,274666.05,1,1,0,172586.89,1
15672132.0,Aline Carvalho Araújo,aline.carvalho@yahoo.com.br,39204-5,1982-06-13,Lyon,France,Female,42,695,7,121453.63,311995.52,1,0,0,46374.64,0
15641183.0,Carlos Eduardo Silva,carlos.eduardo@hotmail.com,22245-5,1999-07-11,Sevilla,Spain,Male,-1,731,8,96950.21,180576.29,1,1,0,97877.92,0
15740104.0,Mônica Dias Borges,monica.dias@outlook.com,51985-5,2002-08-22,Bilbao,Spain,Female,22,425,7,169649.73,495584.51,2,0,1,136365.0,1
15810075.0,Mônica Dias Borges,monica.dias@outlook.com,99404-4,1985-06-26,Marseille,France,Female,39,648,6,130694.89,322616.1,2,1,1,153955.38,1
15739972.0,Natália Santos Martins,natalia.santos@yahoo.com.br,60080-0,03/06/1979,Berlin,Germany,Female,45,650,9,152367.21,332773.73,3,1,0,150835.21,1
15727490.0,João Pedro Souza,joao.pedro@yahoo.com.br,01572-5,13/02/1977,Paris,France,Male,-1,661,5,0.0,0.0,1,0,1,,1
15662736.0,André Costa Araújo,andre.costa@outlook.com,06727-8,1975-08-02,Nice,France,Male,49,559,2,147069.78,223896.44,1,1,0,120540.83,1
15743673.0,Paulo Roberto Mendes,paulo.roberto@yahoo.com.br,34969-8,13/03/1997,Madrid,Spain,Male,27,551,2,113873.22,170150.62,1,1,1,85129.77,1
15763148.0,Ricardo Borges Silva,ricardo.borges@uol.com.br,27622-9,04/08/1985,Nice,France,Male,39,576,9,84719.98,116663.46,1,0,0,191063.36,0
15720071.0,Amanda Oliveira Rocha,amanda.oliveira@hotmail.com,59643-5,18/10/1975,Nice,France,Female,49,535,3,0.0,0.0,1,0,0,61820.41,1
15659364.0,Rodrigo Santos Gomes,rodrigo.santos,44080-8,2001-01-25,Madrid,Spain,Male,23,685,5,164902.43,294363.54,1,0,0,141152.28,0
15738166.0,Silvana Costa Ferreira,silvana.costa@uol.com.br,64451-3,17/11/1985,Paris,France,Female,39,999,10,86546.29,130340.07,1,0,1,131768.98,0
15707189.0,Renata Souza Ribeiro,renata.souza@hotmail.com,43024-6,1988-08-04,Frankfurt,Germany,Female,36,667,1,114391.62,177149.15,1,1,1,53412.54,0
15791958.0,Vanessa Gomes Carvalho,vanessa.gomes@uol.com.br,74766-5,21/03/1983,Nice,France,Female,41,849,6,0.0,0.0,2,1,1,169203.51,1
15733234.0,Beatriz Nunes Ferreira,beatriz.nunes@hotmail.com,68240-4,02/11/1966,Nice,France,Female,58,777,4,0.0,0.0,1,1,1,62449.07,1
15656322.0,Gabriel Rocha Carvalho,,96682-3,09/04/1991,Frankfurt,Germany,Male,33,571,3,71843.15,69777.63,1,1,0,26772.04,0
15639552.0,Letícia Ferreira Silva,leticia.ferreira,61581-8,17/01/1984,Munich,Germany,Female,40,603,8,148897.02,107820.89,1,0,0,105052.9,0
15756625.0,Débora Ribeiro Lima,debora.ribeiro@outlook.com,99996-4,15/03/1983,Paris,France,Female,41,752,8,0.0,0.0,2,1,0,,1
15701602.0,Thiago Alves Pereira,thiago.alves@uol.com.br,60154-4,07/02/1972,Hamburg,Germany,Male,52,521,5,116497.31,250114.88,3,0,0,53793.1,1
15691150.0,Aline Carvalho Araújo,aline.carvalho@uol.com.br,26275-6,1992-11-08,Nantes,France,Female,32,699,4,110559.46,268099.4,1,1,1,127429.56,0
15701738.0,Carlos Eduardo Silva,,95823-2,1980-10-10,Cologne,Germany,Male,44,999,2,115163.38,236506.55,1,1,1,97677.52,1
15724453.0,Mateus Carvalho Alves,mateus.carvalho@terra.com.br,04402-3,2001-07-19,Nice,France,Male,23,570,2,0.0,0.0,1,0,0,198830.98,0
15642530.0,Amanda Oliveira Rocha,amanda.oliveira@terra.com.br,00033-0,21/05/1977,Munich,Germany,Female,47,706,10,144090.42,211041.83,1,1,0,140938.95,1
15788291.0,Vanessa Gomes Carvalho,vanessa.gomes,80879-4,23/11/1986,Stuttgart,Germany,Female,38,713,7,144606.22,122491.29,1,1,1,56594.36,1
15696989.0,Patrícia Rocha Alves,patricia.rocha@gmail.com,53802-6,27/06/1972,Cologne,Germany,Female,52,469,8,139493.25,100787.27,3,0,0,150093.32,1
15670080.0,Amanda Oliveira Rocha,amanda.oliveira@uol.com.br,16140-5,20/07/1995,berlin,Germany,Female,29,584,7,999999.99,237782.04,1,0,1,,0
15697034.0,Larissa Pereira Gomes,larissa.pereira@outlook.com,66961-2,10/05/2002,Zaragoza,Spain,Female,22,583,2,0.0,0.0,2,0,1,5985.36,0
15774857.0,Cristiane Moreira Pinto,cristiane.moreira@gmail.com,56327-2,16/03/1997,Nice,France,Female,27,460,7,0.0,0.0,2,1,0,156150.08,1
15785042.0,Amanda Oliveira Rocha,amanda.oliveira@terra.com.br,32387-5,1993-04-13,Nice,France,Female,31,488,8,97588.6,162576.41,1,0,0,124210.53,0
15704378.0,Rafael Oliveira Costa,rafael.oliveira@uol.com.br,98696-5,11/11/1987,Munich,Germany,Male,37,655,9,121342.24,352003.76,1,1,1,180241.44,0
15777586.0,Vanessa Gomes Carvalho,vanessa.gomes@gmail.com,07230-0,03/11/1982,barcelona,Spain,Female,42,784,2,109052.04,126127.85,2,1,0,6409.55,0
15644119.0,Mateus Carvalho Alves,mateus.carvalho,89654-7,21/09/1993,Marseille,France,Male,31,531,3,0.0,0.0,1,1,1,42589.33,0
15758692.0,Débora Ribeiro Lima,debora.ribeiro@gmail.com,16106-2,1995-07-12,Nice,France,Female,29,669,7,146011.4,381087.37,1,0,0,50249.16,0
15586069.0,Aline Carvalho Araújo,aline.carvalho@hotmail.com,80502-8,09/10/1994,Marseille,France,Female,30,560,0,108883.29,246104.64,1,1,0,27914.95,0
15645200.0,Priscila Rocha Nunes,priscila.rocha@hotmail.com,22560-3,1970-09-09,Cologne,Germany,Female,54,581,2,152508.99,397359.78,1,1,0,187597.98,1
15578297.0,Patrícia Rocha Alves,patricia.rocha@terra.com.br,32420-4,1981-11-06,Frankfurt,Germany,Female,43,737,1,125537.38,280103.03,1,1,0,138510.01,1
15773723.0,Cristiane Moreira Pinto,cristiane.moreira@uol.com.br,53648-6,13/08/2002,Barcelona,Spain,Female,22,588,9,67178.19,148585.59,1,1,1,163534.75,1
15591550.0,Lucas Ferreira Lima,lucas.ferreira@gmail.com,08948-5,25/10/1988,Zaragoza,Spain,Male,36,525,3,77910.23,93989.01,1,1,0,67238.01,0
,Leandro Nunes Ferreira,leandro.nunes@uol.com.br,78407-8,11/08/1988,Munich,Germany,Male,36,751,5,73194.99,66175.17,1,1,1,89222.66,0
15663987.0,Gabriel Rocha Carvalho,gabriel.rocha,85048-9,02/04/1994,Zaragoza,Spain,Male,30,723,1,0.0,0.0,3,1,0,164647.72,1
15633877.0,Fernanda Lima Costa,fernanda.lima@gmail.com,14302-0,1982-08-17,Barcelona,Spain,Female,42,706,8,95386.82,201700.77,1,1,1,75732.25,0
15732963.0,Larissa Pereira Gomes,larissa.pereira@outlook.com,59030-5,13/10/1995,Madrid,Spain,Female,29,722,9,0.0,0.0,2,1,1,142033.07,0
15702571.0,Camila Martins Lima,camila.martins@gmail.com,71448-9,1989-08-05,Frankfurt,Germany,Female,35,778,1,151958.19,305437.86,3,1,1,131238.37,1
15613962.0,Beatriz Nunes Ferreira,beatriz.nunes@uol.com.br,10564-5,12/09/1986,Lyon,France,Female,38,499,9,0.0,0.0,2,0,1,183042.2,0
15794356.0,Rafael Oliveira Costa,rafael.oliveira@outlook.com,79144-4,22/10/1982,Cologne,Germany,Male,42,641,3,121765.37,107686.04,2,1,1,166516.84,0
15672027.0,FERNANDA LIMA COSTA,fernanda.lima@uol.com.br,95991-7,1991-01-13,Berlin,Germany,Female,33,717,10,102185.42,284199.38,2,1,0,23231.93,0
15644962.0,Leandro Nunes Ferreira,leandro.nunes@gmail.com,19635-9,04/11/2003,Lyon,France,Male,21,745,4,137910.45,218149.9,1,1,1,177235.23,0
15607133.0,Fernanda Lima Costa,fernanda.lima@outlook.com,84604-6,1975-04-17,Madrid,Spain,Female,49,717,1,110864.38,218017.15,2,1,1,124532.9,1
15732293.0,Alexandre Moreira Dias,alexandre,55897-8,1993-05-27,Madrid,Spain,Male,31,759,8,0.0,0.0,2,1,1,99086.74,0
15696388.0,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,43504-9,1986-02-24,Berlin,Germany,Male,-1,755,4,111096.91,303699.81,1,1,1,19762.88,0
15734892.0,Rafael Oliveira Costa,rafael.oliveira@gmail.com,96962-5,19/04/1987,Bilbao,Spain,Male,37,579,4,-0.0,0.0,2,1,1,32246.63,0
15575694.0,Natália Santos Martins,natalia.santos@outlook.com,06328-6,1979-02-13,Valencia,Spain,Female,45,729,7,91091.06,81360.99,2,1,0,71133.12,0
15643056.0,Vanessa Gomes Carvalho,vanessa.gomes@outlook.com,38781-4,13/10/1986,Berlin,Germany,Female,38,755,1,82083.52,68247.13,1,0,1,10333.78,0
15629551.0,Priscila Rocha Nunes,priscila.rocha@outlook.com,70594-6,11/08/1980,Frankfurt,Germany,Female,44,615,9,126104.98,321170.54,2,0,1,110718.02,0
15726631.0,Amanda Oliveira Rocha,amanda.oliveira@hotmail,80315-3,03/07/1985,Toulouse,France,Female,39,758,6,127357.76,99083.54,1,0,1,56577.0,0
15743709.0,Marcos Pereira Rocha,marcos.pereira@uol.com.br,22098-8,1994-09-27,lyon,France,Male,30,683,4,66190.33,104548.47,1,1,1,115186.97,0
15602731.0,Rodrigo Santos Gomes,rodrigo.santos@yahoo.com.br,30289-8,02/08/1993,Nantes,France,Male,31,724,5,0.0,0.0,1,1,0,134889.95,1
15770030.0,Juliana Alves Pereira,juliana.alves@hotmail.com,07793-4,01/08/1996,Barcelona,Spain,Female,28,689,3,0.0,0.0,2,1,1,192449.02,0
15603170.0,Mateus Carvalho Alves,mateus.carvalho@uol.com.br,89172-2,16/10/1992,Toulouse,France,Male,32,654,9,121455.65,333385.02,1,1,0,190068.53,1
15590213.0,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,12700-1,08/11/1989,barcelona,Spain,Male,35,479,4,125920.98,288203.52,1,1,1,20393.44,0
15647203.0,Renata Souza Ribeiro,renata.souza@uol.com.br,65528-7,1989-07-10,Marseille,France,Female,35,750,3,0.0,0.0,1,1,0,,0
15567557.0,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,28511-0,22/09/1997,Marseille,France,Male,27,573,2,128243.03,98761.42,1,1,1,11631.34,0
15723620.0,Gabriel Rocha Carvalho,gabriel.rocha@gmail.com,56651-0,1983-03-23,Toulouse,France,Male,41,617,7,0.0,0.0,2,0,1,14496.67,0
15796074.0,Mônica Dias Borges,monica.dias@uol.com.br,76045-1,1988-06-20,bordeaux,France,Female,36,717,2,99472.76,238690.77,2,1,0,94274.72,1
15722350.0,Cristiane Moreira Pinto,cristiane.moreira@terra.com.br,42326-6,19/03/1987,Munich,Germany,Female,37,627,7,999999.99,263210.36,1,1,1,133031.96,0
15798532.0,Fernando Henrique Costa,fernando.henrique@terra.com.br,08466-5,1992-01-20,Lyon,France,Male,32,810,9,120879.73,80352.43,2,0,1,78896.59,0
15758836.0,DIEGO MARTINS NUNES,diego.martins@gmail.com,63914-1,1988-04-06,Bilbao,Spain,Male,36,675,3,54098.18,50695.22,2,0,1,54478.52,0
15795747.0,Ana Clara Souza,ana.clara@uol.com.br,10194-3,1985-08-14,Valencia,Spain,Female,39,787,7,171646.76,217843.38,1,0,1,100791.36,0
15601594.0,Patrícia Rocha Alves,patricia.rocha@uol.com.br,36777-3,14/06/1973,Toulouse,France,Female,51,698,6,144237.91,100863.79,4,1,0,157143.61,1
15690796.0,Bruno Souza Martins,bruno.souza@yahoo.com.br,82583-5,1987-06-22,Bordeaux,France,Male,37,516,8,0.0,0.0,1,1,0,101834.58,0
15581525.0,RAFAEL OLIVEIRA COSTA,rafael.oliveira@outlook.com,28028-2,05/10/1991,Berlin,Germany,Male,33,775,3,83501.66,198100.0,2,1,0,128841.31,0
15788723.0,Natália Santos Martins,natalia.santos@outlook.com,86776-2,05/05/1975,Berlin,Germany,Female,49,599,10,143888.22,169956.16,2,1,1,166236.38,1
15801336.0,Ana Clara Souza,ana.clara@yahoo.com.br,00257-7,1987-05-18,Hamburg,Germany,Female,37,649,8,-114737.26,201544.96,1,1,1,106655.88,1
15735078.0,Patrícia Rocha Alves,patricia.rocha@hotmail.com,26543-9,26/02/1971,Cologne,Germany,Female,53,724,1,139687.66,248447.22,2,1,1,12913.92,0
15752344.0,Lucas Ferreira Lima,lucas.ferreira@uol.com.br,24105-5,12/10/1990,zaragoza,Spain,Male,34,714,5,0.0,0.0,2,1,0,193040.32,0
15569503.0,Lucas Ferreira Lima,lucas.ferreira@outlook.com,17049-4,12/12/1980,Paris,France,Male,44,765,6,0.0,0.0,2,1,1,159899.97,0
15803005.0,Renata Souza Ribeiro,renata.souza@yahoo.com.br,69784-7,1967-10-04,Munich,Germany,Female,57,570,5,86568.75,86178.41,1,0,1,103660.31,0
15688619.0,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,00221-1,1979-01-01,Barcelona,Spain,Male,45,718,3,105266.32,101953.57,2,1,1,193724.51,0
15793641.0,Renata Souza Ribeiro,renata.souza@gmail.com,77860-6,17/12/1954,Nantes,France,Female,70,792,3,0.0,0.0,2,1,1,172240.27,0
15742009.0,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,85612-1,03/07/1966,barcelona,Spain,Male,58,489,4,0.0,0.0,2,1,1,191419.32,0
,Bruno Souza Martins,bruno.souza@terra.com.br,81002-5,19/05/2002,Barcelona,Spain,Male,22,710,8,0.0,0.0,3,1,0,107292.91,0
15595592.0,Larissa Pereira Gomes,larissa.pereira@yahoo.com.br,25435-8,10/01/1965,Nice,France,Female,59,708,2,0.0,0.0,1,1,0,179673.11,1
15734246.0,Elaine Pinto Mendes,elaine.pinto@uol.com.br,65235-5,2003-10-02,Toulouse,France,Female,21,746,8,166883.07,143102.7,2,0,1,194563.65,0
15614520.0,Aline Carvalho Araújo,aline.carvalho@yahoo.com.br,89979-9,1987-03-17,Nice,France,Female,37,999,8,148580.12,138914.02,1,1,0,35179.18,0
15726179.0,Camila Martins Lima,camila.martins@terra.com.br,84214-3,21/12/1981,Munich,Germany,Female,-1,757,5,131433.33,330560.25,2,1,1,,1
15660602.0,Ricardo Borges Silva,ricardo.borges@terra.com.br,12803-5,12/12/1991,Stuttgart,Germany,Male,33,464,8,164284.72,459937.92,2,1,1,3710.34,0
15721487.0,Ana Clara Souza,ana.clara@outlook.com,99450-4,04/09/1997,Nantes,France,Female,27,739,6,0.0,0.0,1,1,1,57572.38,0
15684267.0,Fernando Henrique Costa,fernando.henrique@outlook.com,81874-8,05/03/1985,Frankfurt,Germany,Male,39,607,2,84468.67,125536.55,2,1,1,121945.42,0
15678886.0,LEANDRO NUNES FERREIRA,leandro.nunes@outlook.com,69689-1,08/08/1986,Cologne,Germany,Male,38,679,7,110555.37,247649.73,2,1,0,46522.68,0
15646310.0,Leandro Nunes Ferreira,leandro.nunes@uol.com.br,50499-2,20/04/2000,Zaragoza,Spain,Male,24,684,8,143582.89,360351.67,1,1,1,22527.27,0
15723721.0,Gustavo Pinto Ribeiro,gustavo.pinto@hotmail.com,07783-5,15/10/1994,toulouse,France,Male,30,543,4,140916.81,366066.54,1,1,0,157711.18,0
15625126.0,Mariana Costa Santos,mariana.costa@uol.com.br,98595-3,17/10/1984,Toulouse,France,Female,40,629,6,0.0,0.0,2,1,1,,0
15788151.0,Felipe Lima Santos,felipe.lima@gmail.com,60752-1,26/05/1992,Sevilla,Spain,Male,32,650,1,132187.73,279486.18,2,1,1,178331.36,0
15598574.0,Natália Santos Martins,natalia.santos@terra.com.br,39533-7,1993-04-19,Barcelona,Spain,Female,31,695,5,0.0,0.0,2,0,1,13998.88,0
15791925.0,Diego Martins Nunes,,62565-6,22/10/1995,Nice,France,Male,29,751,10,-147737.63,129914.16,1,0,1,94951.27,0
15662976.0,Ricardo Borges Silva,ricardo.borges@uol.com.br,64496-9,1987-05-04,Bilbao,Spain,Male,37,637,8,-0.0,0.0,1,1,1,186062.36,0
15608166.0,Bruno Souza Martins,bruno.souza@uol.com.br,59247-3,1988-02-21,Toulouse,France,Male,36,761,9,-127637.92,212201.08,1,1,1,81062.93,0
15664001.0,Mariana Costa Santos,mariana.costa@yahoo.com.br,46779-7,28/09/1971,Frankfurt,Germany,Female,53,695,8,95231.91,132514.29,1,0,0,70140.8,1
15758531.0,PATRÍCIA ROCHA ALVES,patricia.rocha@outlook.com,48716-3,06/11/1984,Nice,France,Female,40,732,10,0.0,0.0,2,1,0,154189.08,0
15764170.0,Vinicius Araújo Lima,vinicius.araujo@uol.com.br,51677-5,1980-01-20,Munich,Germany,Male,44,647,4,93960.35,63912.85,1,1,0,36579.53,1
